Generation,Diversity
1,69
2,50
3,39
4,33
5,28
6,28
7,26
8,29
9,25
10,26
11,27
12,28
13,28
14,31
15,28
16,23
17,31
18,21
19,16
20,18
21,21
22,20
23,21
24,19
25,22
26,22
27,20
28,19
29,27
30,20
31,20
32,26
33,24
34,16
35,20
36,22
37,18
38,22
39,25
40,23
41,18
42,23
43,19
44,22
45,24
46,22
47,23
48,19
49,26
50,25
51,22
52,26
53,25
54,22
55,22
56,25
57,24
58,26
59,21
60,25
61,21
62,18
63,21
64,22
65,20
66,21
67,19
68,23
69,21
70,21
71,17
72,21
73,20
74,19
75,21
76,18
77,25
78,20
79,25
80,24
81,22
82,21
83,26
84,24
85,24
86,24
87,28
88,27
89,28
90,20
91,18
92,20
93,20
94,18
95,24
96,23
97,22
98,22
99,17
